sku;Descrição;Novo Pr.Custo Real;custo;Novo Pr. Venda 3
13314;SUV - EFEITO CIMENTO QUEIMADO AVENIDA EXPRESSA SUVINIL 5KG;160,0687;42,48;384,674
13315;SUV - EFEITO CIMENTO QUEIMADO DIA DE CHUVA SUVINIL 5KG;160,0687;42,48;384,674
13316;SUV - EFEITO CIMENTO QUEIMADO TUNEL DE CONCRETO SUVINIL 5KG;160,0687;42,48;384,674
13317;SUV - EFEITO CIMENTO QUEIMADO VISTA NOTURNA SUVINIL 5KG;160,0687;35,62;313,654
13499;SUV - ACR FC COMPLETO BRANCO SUVINIL 20L (BALDE);490,7989;43,35;939,584
13500;SELF - LOUSA & COR AC C2 3,2L;72,9477;45,79;147,234
13649;SUV - PISO CIMENTO QUEIMADO 4,7KG SUVINIL;154,5842;44,18;393,684
14194;SUV - SEMPRE BRANCO ESM FOSCO SUVINIL 3,6L;165,3994;33,9;264,046
14195;SUV - SEMPRE BRANCO ESM FOSCO SUVINIL 900ML;49,9614;52,42;118,296
14444;SUV - VERNIZ PROTEÇÃO TRIPLA F. SOLAR NATURAL FOSCO SUVINIL 900ML;42,4132;61,49;131,546
14668;SUV - ESM AGUA FOSCO BRANCO SUVINIL 3.6L;115,8017;19,27;147,022
14669;SUV - ESM AGUA FOSCO BRANCO SUVINIL 900ML;35,8678;48,57;77,168
14670;SELF - ESM AGUA COR E PROT + PRATICO (BASE NOVA) FC A2 0,8;36,9917;67,45;144,054
14671;SELF - ESM AGUA COR E PROT + PRATICO (BASE NOVA) FC A2 3,2L;119,4711;62,94;389,868
14672;SELF - ESM AGUA COR E PROT + PRATICO (BASE NOVA) FC B2 0,8;32,0882;67,43;124,868
14673;SELF - ESM AGUA COR E PROT + PRATICO (BASE NOVA) FC B2 3,2L;103,6584;54,21;257,474
14674;SELF - ESM AGUA COR E PROT + PRATICO (BASE NOVA) FC C2 0,8;26,5344;60,46;79,5
14675;SELF - ESM AGUA COR E PROT + PRATICO (BASE NOVA) FC C2 3,2L;85,6749;62,92;279,416
14676;SELF - ACR RENDE MUITO A2 SUVINIL 3,2L;77,4105;65,63;279,628
14677;SELF - ACR RENDE MUITO A2 SUVINIL 16L;275,4711;41,29;505,408
14820;SUV - VERNIZ AGUA PROT MAXIMA DECK AC NATURAL SUVINIL 900ML;82,5014;67,24;318,424
14821;SUV - VERNIZ AGUA PROT MAXIMA DECK AC NATURAL 3.6L;262,0606;64,03;890,188
14825;SUV - VERNIZ AGUA PROT MAXIMA DECK AC MOGNO SUVINIL 3,6;262,0606;62,68;847,364
14905;SELF - TEX EFEITO FC TOQUE DE TERRA - AREIA DE BRITA SUVINIL 5KG;200,4399;32,28;360,294
15030;SUV - TOQUE FOSCO (LATEX CLASSICA) BRANCO SUVINIL 20L;394,314;51,9;921,14
15036;SUV - ESM AGUA BR BRANCO SUVINIL 18L;452,9807;53,35;1099,22
12841;SUV - CONTRA FERRUGEM BRANCO SUVINIL 3,6L;140,6612;44,25;274,54
12842;SUV - CONTRA FERRUGEM BRANCO SUVINIL 900ML;43,5923;50,92;99,322
12843;SUV - CONTRA FERRUGEM PRETO SUVINIL 3,6L;140,6612;44,24;274,434
12844;SUV - CONTRA FERRUGEM PRETO SUVINIL 900ML;43,5923;50,92;99,322
12845;SUV - CONTRA FERRUGEM CINZA MEDIO SUVINIL 3,6L;140,6612;38,95;246,45
12846;SUV - CONTRA FERRUGEM CINZA MEDIO SUVINIL 900ML;43,5923;50,92;99,322
15189;SELF - ACR FOSCO SEMPRE LIMPO A2 0,8L;50,259;59,62;146,492
15190;SELF - ACR FOSCO SEMPRE LIMPO A2 16L;623,5702;51,76;1451,352
15191;SELF - ACR FOSCO SEMPRE LIMPO A2 3,2L;162,1267;58,01;449,334
15192;SELF - ACR FOSCO SEMPRE LIMPO B2 0,8L;45,4545;60,86;138,012
15193;SELF - ACR FOSCO SEMPRE LIMPO B2 16L;563,8017;50;1255,676
15194;SELF - ACR FOSCO SEMPRE LIMPO B2 3,2L;146,6006;46,27;299,132
15195;SELF - ACR FOSCO SEMPRE LIMPO C2 16L;498,2149;50;1109,608
15196;SELF - ACR FOSCO SEMPRE LIMPO C2 3,2L;129,5317;46,27;264,258
15197;SUV - ACR FC SEMPRE LIMPO BRANCO SUVINIL 18L;649,5317;31,92;1001,912
15198;SUV - ACR FC SEMPRE LIMPO BRANCO SUVINIL 3.6L;168,8926;33,91;269,664
15200;SUV - ACR FC COMPLETO BRANCO SUVINIL 900ML;39,405;62,54;126,776
15202;SELF - TOQUE FOSCO COMPLETO A2 0,8L;36,2975;61,79;113,738
15203;SELF - TOQUE FOSCO COMPLETO A2 16L;467,1736;46,12;949,866
15204;SELF - TOQUE FOSCO COMPLETO A2 3,2L;120,9256;62,53;388,914
15205;SELF - TOQUE FOSCO COMPLETO B2 0,8L;33,9174;68,08;135,786
15206;SELF - TOQUE FOSCO COMPLETO B2 16L;422,5895;58,02;1171,83
15207;SELF - TOQUE FOSCO COMPLETO B2 3,2L;109,3884;63,94;370,258
15208;SELF - TOQUE FOSCO COMPLETO C2 0,8L;29,9504;68,1;119,992
15209;SELF - TOQUE FOSCO COMPLETO C2 16L;373,168;46,71;769,03
15210;SELF - TOQUE FOSCO COMPLETO C2 3,2L;96,595;62,53;310,58
15211;SELF - FACHADA PROTEGIDA EMBORRACHADA A2 16L;605,6419;38,3;1047,81
15212;SELF - FACHADA PROTEGIDA EMBORRACHADA A2 3,2L;156,7603;50,19;350,754
15213;SELF - FACHADA PROTEGIDA EMBORRACHADA B2 16L;548,8375;38,28;949,336
15214;SELF - FACHADA PROTEGIDA EMBORRACHADA B2 3,2L;142,0496;48,8;307,294
15215;SELF - FACHADA PROTEGIDA EMBORRACHADA C2 16L;485,7631;55,66;1256,418
15216;SELF - FACHADA PROTEGIDA EMBORRACHADA C2 3,2L;125,73;59,56;365,806
15217;SELF - TOQUE BRILHO A2 0,8;46,9532;66,06;172,568
15218;SELF - TOQUE BRILHO A2 16L;585,1019;45,05;1161,972
15219;SELF - TOQUE BRILHO A2 3,2L;151,438;44,84;299,344
15220;SELF - TOQUE BRILHO B2 0,8;42,5344;57,59;116,388
15221;SELF - TOQUE BRILHO B2 16L;530,2479;53,25;1283,236
15222;SELF - TOQUE BRILHO B2 3,2L;137,2231;54,57;344,182
15223;SELF - TOQUE BRILHO C2 0,8;37,6529;61,71;117,66
15224;SELF - TOQUE BRILHO C2 16L;469,2893;39,15;825,316
15225;SELF - TOQUE BRILHO C2 3,2L;121,4766;53,31;294,468
15226;SELF - TOQUE SEDA  A2 16L;573,6309;41,12;1048,87
15227;SELF - TOQUE SEDA  A2 3,2L;148,4628;51,48;343,122
15228;SELF - TOQUE SEDA B2 0,8L;41,6529;68,21;167,692
15229;SELF - TOQUE SEDA B2 16L;519,1515;50,41;1167,908
15230;SELF - TOQUE SEDA B2 3,2L;134,3691;51,41;309,944
15231;SELF - TOQUE SEDA C2 0,8L;36,7934;65,93;134,514
15232;SELF - TOQUE SEDA C2 16L;458,7218;46,17;933,86
15233;SELF - TOQUE SEDA C2 3,2L;118,7107;57,89;327,858
15234;SELF - TOQUE FOSCO A2 16L;360,5069;46,11;732,884
15235;SELF - TOQUE FOSCO B2 16L;326,0496;46,11;662,818
15236;SELF - TOQUE FOSCO C2 16L;287,2948;44,29;561,164
15243;SUV - ACR RM  ALGODAO EGIPCIO RENDE MUITO SUVINIL 18L;286,832;41,11;524,382
15244;SUV - ACR RM ALGODAO EGIPCIO RENDE MUITO SUVINIL 3.6L;74,2259;63,22;244,648
15245;SUV - ACR RM ELEFANTE RENDE MUITO SUVINIL 18L;286,8209;44,72;565,51
15246;SUV - ACR RM ELEFANTE RENDE MUITO SUVINIL 3.6L;74,2259;53,72;181,896
15247;SUV - ACR RM VERDE PASTEL RENDE MUITO SUVINIL 18L;286,8209;47,16;597,098
15249;SUV - ACR RM VERDE PASTEL RENDE MUITO SUVINIL 3.6L;80,584;60,86;244,648
15250;SUV - ACR RM CROMIO RENDE MUITO SUVINIL 18L;311,416;53,06;749,844
15251;SUV - ACR RM CROMIO RENDE MUITO SUVINIL 3.6L;74,2149;53,72;181,896
15252;SUV - ACR RM GRANITO NOBRE RENDE MUITO SUVINIL 18L;311,416;52,19;732,99
15270;SELF - TOQUE SEDA  A2 0,8L;46,0055;68,18;184,97
15479;SUV - FACHADA PROTEGIDA SUPER COBERTURA BRANCO SUVINIL 18L;632,8705;44,96;1254,192
15480;SUV - FACHADA PROTEGIDA SUPER COBERTURA BRANCO SUVINIL 3,6L;151,2176;47,03;313,866
15481;SUV - FACHADA PROTEGIDA SUPER COBERTURA A2 SUVINIL 16L;583,5702;47,55;1225,996
15482;SUV - FACHADA PROTEGIDA SUPER COBERTURA A2 SUVINIL 3,2L;157,2452;63,08;515,69
15483;SUV - FACHADA PROTEGIDA SUPER COBERTURA B2 SUVINIL 16L;550,0275;44,84;1087,136
15484;SUV - FACHADA PROTEGIDA SUPER COBERTURA B2 SUVINIL 3,2L;131,405;60,48;394,002
15485;SUV - FACHADA PROTEGIDA SUPER COBERTURA C2 SUVINIL 3,2L;126,0055;57,98;348,952
15486;SUV - FACHADA PROTEGIDA SUPER COBERTURA C2 SUVINIL 16L;486,832;50;1084,062
15487;SUV - ACR FC COMPLETO CROMIO SUVINIL 18L;486,6336;16,54;595,084
17256;SUV - FACHADA PROTEGIDA BRANCO 3,6L;125,9614;52,44;298,39
17257;SUV - FACHADA PROTEGIDA BRANCO 18L;486,6336;45,98;986,33
17258;SELF - FACHADA PROTEGIDA A2 3,2L;120,9256;53,13;291,712
17259;SELF - FACHADA PROTEGIDA A2 16L;467,1625;54,94;1183,808
17260;SELF - FACHADA PROTEGIDA  B2 3,2L;109,3884;52,94;262,562
17261;SELF - FACHADA PROTEGIDA B2 16L;422,6006;36,93;712,532
17262;SELF - FACHADA PROTEGIDA  C2 3,2L;96,595;61,86;303,478
17263;SELF - FACHADA PROTEGIDA C2 16L;373,168;51,48;862,31
17552;SUV - ACR FC COMPLETO CROMIO SUVINIL 3.6L;125,9614;40,17;225,992
17612;GLA - LATEX BRANCO GLASU PINTURA ESSENCIAL 18L;118,9311;42,83;225,25
17613;GLA - LATEX BRANCO GLASU PINTURA ESSENCIAL 3.6L;30,9201;51,3;71,126
17614;GLA - LATEX BRANCO GLASU PINTURA ESSENCIAL 15L;104,0771;62,6;335,49
17706;SUV - KIT EPOXI SOLV SUVINIL BRANCO (TINTA + CAT);41,9794;53,97;98,474
17707;SUV - KIT FUNDO EPOXI SOLV SUVINIL (FUNDO + CAT);167,2837;62,03;528,516
17874;SELF - TOQUE FOSCO SELECT A2 0,8L;24,1983;72,72;121,794
17875;SELF - TOQUE FOSCO SELECT A2 3,2L;78,4242;61,55;243,694
17876;SELF - TOQUE FOSCO SELECT A2 16L;303,0634;63,33;1002,866
17877;SELF - TOQUE FOSCO SELECT B2 0,8L;24,6942;64,29;84,694
17878;SELF - TOQUE FOSCO SELECT B2 3,2L;80,0882;57,79;220,48
17879;SELF - TOQUE FOSCO SELECT B2 16L;274,0826;60,59;824,574
17880;SELF - TOQUE FOSCO SELECT C2 0,8L;19,2948;67,29;74,624
17881;SELF - TOQUE FOSCO SELECT C2 3,2L;62,5014;61,54;194,192
17882;SELF - TOQUE FOSCO SELECT C2 16L;241,4986;55,1;614,694
17897;GLA - ACR MAXIMA EFICIENCIA GLASURIT STD FOSCO BASE A 16L;186,1818;57,86;513,782
17965;SUV - PISO MARROM SUVINIL 18L;267,8237;41,52;493,748
17966;SUV - PISO MARROM SUVINIL 3.6L;67,5923;68,64;277,402
17971;SUV - TOQUE FOSCO SELECT (LATEX CLASSICA) BRANCO SUVINIL 20L;374,2259;53,87;920,928
17972;GLA - LATEX PALHA  GLASU PINTURA ESSENCIAL 18L;118,9311;46,33;242,952
17973;GLA - LATEX GELO GLASU PINTURA ESSENCIAL 18L;118,9311;36,42;198,644
17974;GLA - LATEX PALHA GLASU PINTURA ESSENCIAL 3.6L;30,9201;49,19;67,522
17975;GLA - LATEX GELO GLASU PINTURA ESSENCIAL 3.6L;30,9201;49,19;67,522
17976;GLA - ACR MAXIMA EFICIENCIA GLASURIT STD PALHA  BALDE 20L;203,9449;58,33;570,916
17977;GLA - ACR MAXIMA EFICIENCIA GLASURIT STD GELO BALDE 20L;203,9449;58,33;570,916
18004;SELF - ACR FOSCO SEMPRE LIMPO C2 0,8L;40,1543;65,87;146,492
18005;SUV - TOQUE FOSCO SELECT BRANCO (LATEX CLASSICA) SUVINIL 18L;356,4187;58,32;997,248
18006;SUV - TOQUE FOSCO BRANCO SELECT (LATEX CLASSICA) SUVINIL 3,6L;92,2645;66,24;341,638
18086;SUV - TOQUE FOSCO BRANCO SELECT  (LATEX CLASSICA) SUVINIL 900ML;30,0055;68,7;123,49
5677;MX - REMOVEDOR PASTOSO MAXI 3.6L;71,9175;47,07;203,7655
8693;MX - LN PRETO FOSCO MAXI 900ML;38,1047;52,48;90,3489
5392;MX - MASSA PLAST. ULTRA LIGHT MAXI 495G;11,0653;38,78;23,6955
6001;MX - REMOVEDOR PASTOSO MAXI 1/4 1KG;19,5876;47,06;55,4616
5926;MX - BIGLIGHT ULTRALIGHT MAXI 2,5KG;51,2715;35,63;100,484
7613;MX - PRIMER UNIV. BRANCO MAXI 900ML;27,7938;48,16;82,2196
7906;MX - BATIDA PEDRA BRANCO MAXI 3,6L;72;49,97;160,2347
7941;MX - .WASH PRIMER MAXI  RUBBER GL 2,4L (S/ CATALISADOR);76,6048;41,42;177,8874
7968;MX - BATIDA PEDRA BRANCO MAXI 900ML;18,9311;49,97;42,1273
8117;MX - PRIMER UNIV. CINZA MAXI 3.6L;90,5842;34,49;172,2393
8328;MX - MAXIVED BRANCO MAXI 1,15KG 1/4;24,0137;44,22;61,2423
8559;MX - KPO MAXIVED CAPO 400G;13,8144;45,94;37,4915
8566;MX - PRETO FOSCO VINILICO MAXI RUBBER 600ML (S/ CATALISADOR);24,2645;52,47;57,5301
8726;MX - RESINA LAMINACAO MAXI RUBBER CARPLAST 1/4;20,5773;43,67;51,4722
8749;MX - MASSA RAPIDA CINZA MAXI 1/4 1,25KG;25,0859;38,79;53,744
8835;MX - LN PRETO CADILAC MAXI 900ML;38,1047;52,48;90,3489
9138;MX - PRIMER PU 811 MAXI RUBBER 800ML (S/ CAT);16,2887;35,9;32,1549
9177;MX - PRIMER UNIV. CINZA MAXI 900ML;23,8351;41,97;56,3295
9259;MX - .WASH PRIMER MAXI RUBBER 1/4 600ML (S/ CATALISADOR);20,2062;44,21;51,5091
9262;MX - BATIDA PEDRA PRETO MAXI 900ML;14,4132;49,98;32,0801
9282;MX - PRIMER UNIV. BRANCO MAXI 3.6L;106,323;41,96;251,2486
9437;MX - BATIDA PEDRA PRETO MAXI 3.6L;54,876;49,97;122,1153
9473;MX - CATALISADOR SINT. MAXI 150ML;10,7766;44,22;27,4816
9622;MX - MANTA LAMINACAO CARPLAST PCT 1,4 X 0,5;13,732;46,33;37,8055
9632;MX - RESINA LAMINACAO MAXI 3,6L;111,4089;43,03;272,7093
9646;MX - SELADORA PLAST. MAXI 900ML;22,6942;41,98;53,6517
9764;MX - LN BRANCO PURO MAXI 900ML;39,7135;52,49;94,1905
10149;MX - MASSA ANTI-RUIDO MAXI 1,3KG 1/4;13,8007;44,21;35,1831
10384;MX - ENDUREC. PRIMER 811 MAXI RUBBER 100ML;5,9794;46,54;16,5949
10420;MX - ENDUREC. PRETO VIN/WASH MAXI RUBBER 300ML;7,9588;44,25;20,3155
11178;MX - MASSA C/ FIBRA VIDRO POLIESTER MAXI 750GR;25,6357;44,22;65,3608
11901;MX - VEDACHOQUE MAXI PEQUENO 150G;41,5395;44,22;105,9183
12967;MX - ENDUREC. PRETO VIN/WASH MAXI RUBBER 1,2L;31,1615;41,43;72,3806
17587;MX - MASSA POLIESTER MAXI 750GR;19,0378;44,23;48,5546
17657;MX - KIT WASH PRIMER MAXI RUBBER 1/4 900ML (PRIMER + CAT);30,314;52,44;71,8065
17658;MX - KIT WASH PRIMER MAXI RUBBER GL 3,6L (PRIMER + CAT);120,4848;52,44;285,4159
17659;MX - KIT PRETO FOSCO VINILICO MAXI RUBBER 900ML (PRIMER + CAT);31,8347;52,44;75,4079
17661;MX - KIT PRIMER PU 811 MAXI RUBBER 1/4 (PRIMER + CAT);16,8044;52,43;39,8002
17712;MX - MASSA PLASTICA CINZA MAXI CARPLAST 400GR;6,4467;44,25;16,4558
9155;TF7 - TF7 200ML;6,323;55,92;27,3339
9370;TF7 - TF7 500ML;12,1237;57,68;58,5457
9468;TF7 - TF7 1L;22,488;59,78;126,1416
10353;TF7 - POXIPOL TRANSPARENTE 10M. 16G;14,9966;55,44;63,0246
11140;TF7 - TF7 5L;89,686;68,48;365,4962
15141;TF7 - SP EMBORRACHAMENTO SPRAY BRANCO REVESTIK 400 ML;25,567;18,27;34,1426
15142;TF7 - SP EMBORRACHAMENTO SPRAY PRETO REVESTIK 400 ML;22,433;24,95;34,1426
6500;VED - VEDAPREN PAREDE 3.6KG;58,0386;58,09;161,2532
10241;VED - BIANCO OTTO 3.6KG;74,9278;47,81;218,5347
10158;VED - BIANCO OTTO 900GR;25,5945;49,42;79,8061
10164;VED - VEDAPREN PAREDE 18KG;227,3278;52,32;536,8643
5887;VED - NEUTROL 900ML;35,6426;47,88;104,2702
6455;VED - NEUTROL 3.6L;96,0962;55,41;403,1629
6254;VED - BIANCO OTTO 18KG;234,7629;51,78;814,2768
10157;VED - SILICONE ACQUELLA ORIGINAL 18L;504,8815;49,25;1104,1
5410;VED - NEUTRALIZADOR DE FERRUGEM (ARMATEC OX7) VEDACIT 500ML;16,6048;53,58;63,0246
10171;VED - VEDAPREN PRETO 18L;240,1512;50,75;794,1091
5983;VED - VEDAPREN BRANCO 4.5KG;83,7135;55,63;216,2971
8974;VED - VEDACIT 3.6L;31,8351;50,54;104,2702
5968;VED - VEDAPREN PRETO 3.6L;71,5189;50,94;238,5237
6072;VED - VEDAPREN BRANCO 18KG;262,292;60,06;775,4925
7154;VED - COMPOUND ADESIVO OTTO KG A+B;51,3814;54,37;203,4239
10163;VED - NEUTROL 18L;349,1684;38,32;737,7226
9057;VED - VEDACIT 18L;99,7388;46,99;281,7169
10761;VED - SILICONE NOVO ACQUELLA BASE AGUA 18L;437,124;48,53;939,6394
10814;VED - SILICONE NOVO ACQUELLA BASE AGUA 5L;145,708;55,28;372,7769
12483;VED - VEDALIT 18L;132,1237;44,46;339,7218
13728;VED - PROTETOR BASE ZINCO (ARMATEC ZN) 900ML;84,3711;54,58;337,8712
14514;VED - VEDAPREN FAST CONCRETO 15KG;253,8953;61,04;775,4925
14626;VED - PRIMER AGUA VEDACIT GALAO 3.6L;38,9966;53,63;148,3501
5169;AT - DESEMP. TEXT GRANDE ATLAS 300X170MM REF. 166;16,6722;68,84;69,0661
9517;AT - ROLO LA ATLAS ANTIGOTAS 23CM;15,7663;41,25;36,4155
9682;AT - ROLO LA ATLAS VELUDO 05CM;5,5945;48,7;16,9203
5959;AT - ABRE TRINCA ATLAS REF. 375;18,1708;63,14;59,7278
5336;AT - ROLO LA ATLAS ANTIGOTAS 05CM;5,5945;55,16;23,1413
9734;"AT - PINCEL ATLAS 395 X (F) 2 1/2""";5,0997;46,61;14,1926
9654;"AT - PINCEL ATLAS 395 X (E) 2""";3,9313;43,88;9,9058
8947;AT - ESCOVA ACO ATLAS C/CABO REF. 1840/3;6,4463;58,07;17,9006
9578;AT - ROLO LA ATLAS ANTIGOTAS 15CM;12,0962;46,38;33,3728
6918;"AT - PINCEL ATLAS 315 (A) 1/2""";1,7869;46,68;4,9866
6992;AT - SUPORTE LIXA ATLAS C/ CONECTOR REF. 100/3;28,2755;73,08;145,2471
6962;"AT - PINCEL ATLAS 319 X (E) 2""";4,2062;45,45;11,2103
9714;"AT - PINCEL ATLAS 417 X (C) 1""";3,9038;53,6;14,8306
9627;AT - ROLO ESPUMA ATLAS 09CM 406;3,1065;47,72;9,0277
7446;"AT - PINCEL ATLAS 315 X (E) 4""";11,4639;52,64;41,4622
7505;AT - ROLO LA ATLAS VELUDO 15CM;13,6495;54,27;53,744
7620;AT - ROLO TEXT ATLAS 110/85 CHAPISCO 23CM;12,0825;49,93;38,5144
7686;AT - ROLO ESPUMA ATLAS 05CM 406;2,543;49,86;8,0836
7732;"AT - PINCEL ATLAS 315 (G) 3""";9,2784;44,03;23,5058
7794;AT - ROLO ESPUMA ATLAS 23CM 406;9,3333;47,69;27,0961
7813;AT - EXTENSOR ATLAS 5M PROFISSIONAL REF. 18005;139,5041;67,49;544,3908
7862;AT - ROLO TEXT ATLAS 110/75 FINA 23CM;9,3003;63,85;31,3784
7884;AT - EXTENSOR ATLAS 2,4M PROFISSIONAL  ALUMINIO REF. 18024;73,6088;66,92;280,3049
7939;AT - ESPATULA ATLAS ACO CROM. 10,2CM;8,9256;72,41;44,1546
7950;AT - MISTURADOR DE TINTAS ATLAS REF. 176/1;23,7526;51,3;80,5521
8033;AT - ROLO LA ATLAS MAXI LA 23CM AT 328/25;24,756;47,66;71,7956
8237;AT - ROLO LA ATLAS EXTRA 322/22 23CM;38,4055;54,78;155,5251
8281;AT - BROXA ATLAS RETANGULAR JUMBO 725/3 18X8CM;11,4227;52,04;40,1269
8279;AT - ESPATULA ATLAS ACO CROM. 7,6CM;7,5262;76,37;47,5108
8288;"AT - PINCEL ATLAS 319 X (D) 1 1/2""";3,5464;45,46;9,4539
8471;AT - ESPATULA ATLAS ACO CROM. 12,7CM;11,8857;63,52;61,4732
8507;AT - RASPADOR ATLAS 6CM REF. 275/6;11,5372;64,92;40,5298
8522;AT - BROXA ATLAS REDONDA REF. 799;7,6014;52,82;27,7457
8529;"AT - PINCEL ATLAS 419 X (B) 3/4""";2,5704;53,28;9,6037
8549;"AT - PINCEL ATLAS 419 X (G) 3""";12,7148;51,88;44,3251
8585;AT - ROLO LA ATLAS 328 09CM;7,0653;46,31;19,4374
8597;"AT - PINCEL ATLAS 315 (F) 2 1/2""";6,6529;43,99;16,8286
8620;AT - ROLO LA ATLAS VELUDO 23CM;19,6564;54,28;77,4395
8662;AT - PINCEL ATLAS 991 X 2 RETOQUE;2,1928;61,07;6,7041
8678;AT - ROLO LA ATLAS RESIMAX 05CM;4,3526;53,97;10,7402
8689;AT - BROXA ATLAS RETANGULAR GRANDE REF. 800/2;5,4433;58,8;28,383
8698;"AT - PINCEL ATLAS 319 X (H) 4""";11,5739;47,91;33,8971
8721;"AT - PINCEL ATLAS 319 X (F) 2 1/2""";6,0893;45,46;16,2345
8730;AT - KIT PINTURA ATLAS 6 PCS ANTIGOTAS REF. 1017;31,4089;48,19;93,0272
8771;AT - ROLO TEXT ATLAS 1155 (CABELO ANJO) 23CM;26,0206;53,45;98,1026
8844;AT - DESEMP. TEXT PEQUENA ATLAS 160X82MM REF. 164;7,7025;68,11;30,8784
8874;AT - KIT PINTURA ATLAS 5 PCS REF. 1002;21,3333;40,49;48,104
9028;AT - ROLO LA ATLAS 328 23CM;21,5258;48,75;65,2514
9095;AT - DESEMP. ACO ATLAS 12 X 35 REF. 243;38,7218;67,52;151,2587
9099;AT - ROLO TEXT ATLAS 110/55 EXTRA RUSTICO 23CM;12,0962;54,47;48,1481
9115;"AT - PINCEL ATLAS 419 X (D) 1 1/2""";5,4296;53,2;20,205
9150;AT - ROLO LA ATLAS ANTIGOTAS 09CM;8;46,35;22,0462
9147;AT - EXTENSOR ATLAS 3 METROS REF. 1700;24,756;48,52;74,3141
9184;AT - SUPORTE GARFO ROLO ATLAS GAIOLA 23CM REF. 400;5,5533;47,6;16,0664
9189;"AT - PINCEL ATLAS 445 X (C) 1""";4,5361;53,66;17,2868
9197;AT - ROLO LA ATLAS 328 05CM;5,0579;63,85;17,0652
9221;"AT - PINCEL ATLAS 319 X (A) 1/2""";1,5258;45,55;4,0812
9224;AT - ROLO LA ATLAS 228/22 LA MISTA 23CM;14,2268;46,34;39,1847
9226;AT - ROLO LA ATLAS 328 15CM;9,168;53,96;22,6171
9233;AT - ESPATULA ATLAS ACO CROM. 6,4CM;7,1625;69,7;30,8784
9298;AT - ROLO LA ATLAS VELUDO 09CM;8,7148;46,37;24,0351
9306;AT - ROLO LA  ATLAS 1000 23CM;32,3024;53,44;121,7256
9309;AT - FITA ANTIDERRAPANTE ATLAS PRETA 5M;15,4914;58,04;76,5991
9365;AT - ROLO LA  ATLAS RESIMAX 23CM;12,0882;62,73;39,1539
9368;AT - CELULOIDE GRANDE ATLAS;1,6639;70,09;7,3094
9372;AT - ESCOVA ACO ATLAS RETANGULAR REF. 1780/6;11,7576;68,65;48,2865
9376;AT - ESTILETE EMBORRACHADO ATLAS REF. 175/3;17,2672;56,97;46,3921
9398;AT - KIT PINTURA ATLAS 7 PCS REF. 1016;27,945;39,14;60,4921
9409;"AT - PINCEL ATLAS 395 X (A) 1/2""";1,157;51,85;2,6994
9421;"AT - PINCEL ATLAS 319 X (B) 3/4""";1,9244;45,45;5,1273
9419;"AT - PINCEL ATLAS 395 X (G) 3""";7,7938;46,65;21,7221
9476;"AT - PINCEL ATLAS 395 X (H) 4""";8,9485;52,63;32,3572
9516;AT - CACAMBA ATLAS 10L REF. 610;18,4353;59,36;53,2947
9522;"AT - PINCEL ATLAS 419 X (E) 2""";7,1753;51,23;24,2612
9524;"AT - PINCEL ATLAS 315 (C) 1""";3,2715;46,66;9,1208
9528;"AT - PINCEL ATLAS 315 (B) 3/4""";2,1168;46,69;5,9099
9537;"AT - PINCEL ATLAS 315 (D) 1 1/2""";4,1512;43,92;10,4742
9560;AT - SUPORTE GARFO ROLO ATLAS 23CM REF. 330;5,1684;47,67;14,9944
9561;"AT - PINCEL ATLAS 315 (E) 2""";4,9897;43,98;12,6181
9568;AT - EXTENSOR ATLAS 2 METROS REF. 1600;15,244;49,32;47,3277
9584;AT - DESEMP. ACO ATLAS 12 X 25 REF. 143;28,6942;64,68;99,8697
9616;"AT - PINCEL ATLAS 419 X (F) 2 1/2""";9,7732;47,38;28,0298
9614;"AT - PINCEL ATLAS 319 X (G) 3""";8,2474;47,92;24,1657
9653;"AT - PINCEL ATLAS 395 X (D) 1 1/2""";3,079;46,64;8,5808
9652;AT - BANDEJA ATLAS 23CM PRETA REF. 1523;6,1047;70,67;27,5966
9671;AT - ROLO ESPUMA ATLAS 15CM 406;4,9759;47,66;14,4262
9684;AT - BROXA ATLAS RETANGULAR PEQUENA REF. 800/1;3,9863;56,3;17,6292
9697;"AT - PINCEL ATLAS 419 X (C) 1""";3,1074;61,5;9,6408
9711;"AT - PINCEL ATLAS 419 X (A) 1/2""";2,1993;52,83;8,0338
9718;"AT - PINCEL ATLAS 419 X (H) 4""";16,866;53,22;62,8123
9733;"AT - PINCEL ATLAS 395 X (C) 1""";1,8733;51,77;4,3615
9748;"AT - PINCEL ATLAS 319 X (C) 1""";2,8866;45,47;7,6975
9526;AT - BANDEJA ATLAS 15CM PRETA REF. 1415;4,4628;69,87;19,3922
10357;AT - VASSOURA MULTI-USO REF. AT 2003;9,4158;60,04;53,9101
10362;AT - PA PARA LIXO COM CABO PLASTICA REF. AT150;13,1546;57,18;61,4732
10640;AT - PAD PARA RECORTE AT750/70 ATLAS;20;55,89;86,2953
10847;AT - ESPATULA ATLAS ACO CROM. 4CM;7,0984;58,6;27,7457
11008;AT - PAD COM CABO AJUSTAVEL ATLAS REF. 750/80;16,4536;52,69;59,6682
11009;AT - ROLO MICROFIBRA ATLAS 23CM;9,5945;55,23;39,8371
11010;AT - PAD PARA CANTOS ATLAS AT750/60;9,4876;75,23;55,4616
11011;AT - APLICADOR PISTOLA P/ CALAFETAR REFORÇADO ATLAS AT177/2;41,6198;62,97;135,9392
